0.105050902,-0.994015122,-0.029970748,0,0.164567357,0.047098229,-0.985240753,0,0.980755776,0.098568223,0.168530153,0,-5.920048183,13.64834586,5.461711787,1
0.105349042,-0.994064178,-0.027165955,0,0.15753401,0.043655712,-0.986548131,0,0.981878106,0.099652338,0.161198003,0,-5.982313525,13.61210497,5.523869522,1
0.115312263,-0.992368557,-0.043677559,0,0.155646148,0.061478694,-0.985897889,0,0.981059304,0.106887873,0.161547591,0,-6.06637722,13.64417942,5.657392688,1
0.125585323,-0.991082723,-0.044534963,0,0.154807277,0.063917392,-0.985874877,0,0.979930117,0.116917079,0.161453904,0,-6.152459837,13.52412606,5.666702197,1
0.111704125,-0.993153076,-0.034192936,0,0.16576282,0.052548178,-0.98476463,0,0.979818797,0.104334354,0.170497703,0,-5.949253586,13.61248265,5.476528585,1
0.117761596,-0.992093274,-0.043395191,0,0.152494378,0.061247469,-0.98640469,0,0.981263304,0.109543068,0.158501246,0,-6.125008165,13.60391498,5.690415003,1
0.115483421,-0.992555259,-0.038699321,0,0.156253718,0.056627394,-0.986092345,0,0.980942585,0.107830405,0.161629975,0,-6.06811731,13.59455807,5.61374673,1
0.108579308,-0.993144026,-0.043306795,0,0.157207652,0.06017087,-0.985730805,0,0.981578468,0.100221809,0.162663152,0,-6.012549654,13.72556533,5.642862756,1
0.113914017,-0.992497801,-0.044403959,0,0.163768845,0.062842504,-0.984495091,0,0.979899669,0.104875805,0.169698861,0,-5.981028919,13.68603812,5.574328087,1
0.114125629,-0.993080533,-0.027683844,0,0.161588786,0.046050333,-0.985783156,0,0.980236913,0.108029724,0.165726201,0,-6.008349761,13.51374786,5.476509666,1
0.110552529,-0.993506351,-0.026893643,0,0.16799113,0.045349705,-0.984744832,0,0.979569864,0.104348138,0.171913779,0,-5.917200323,13.56196366,5.402054068,1
0.120574831,-0.991500824,-0.048865381,0,0.155183484,0.067445225,-0.985580655,0,0.980499769,0.111253121,0.161996749,0,-6.112355944,13.626398,5.701126644,1
0.112303058,-0.993076214,-0.034462399,0,0.165604337,0.052901772,-0.984772363,0,0.979777131,0.104885825,0.170398759,0,-5.948996524,13.6130097,5.476294126,1
0.120685839,-0.991450613,-0.049604534,0,0.147567857,0.067332641,-0.986757337,0,0.981661172,0.111767602,0.154432339,0,-6.187052588,13.62194398,5.787017996,1
0.112355688,-0.992678553,-0.044333841,0,0.157097509,0.06180081,-0.985647519,0,0.981171021,0.10377837,0.162891,0,-6.033159547,13.68336163,5.646994049,1
0.117724417,-0.992614023,-0.029297849,0,0.16461728,0.048601494,-0.985159401,0,0.979306955,0.111154384,0.169123003,0,-6.002977598,13.49340721,5.450806075,1
0.115690364,-0.99254561,-0.038326915,0,0.160773283,0.056788912,-0.985356266,0,0.98018758,0.107834281,0.166144746,0,-6.028078045,13.59728601,5.560197484,1
0.118391645,-0.99220421,-0.03891304,0,0.155249992,0.057202971,-0.986217654,0,0.980755249,0.110718681,0.160812049,0,-6.099058674,13.56227165,5.630673917,1
0.117898866,-0.991977269,-0.045617497,0,0.156027661,0.063872416,-0.985685388,0,0.980691198,0.109093598,0.162306378,0,-6.08236957,13.62551885,5.669479808,1
