0.125511502,-0.992058434,-0.008180894,0,-0.384291458,-0.041013467,-0.922300369,0,0.914640333,0.118903153,-0.386387243,0,-0.069667968,12.95241653,10.07089878,1
0.131494135,-0.991303967,0.00507321,0,-0.373052332,-0.054224664,-0.926224402,0,0.918445017,0.119900504,-0.376938482,0,-0.081953541,12.83173374,9.815510705,1
0.131772524,-0.991275141,-0.003097928,0,-0.388304292,-0.048742265,-0.920241255,0,0.91206128,0.122465452,-0.391339283,0,-0.112346888,12.84188225,10.10988258,1
0.135430401,-0.990730813,0.010538586,0,-0.377579588,-0.061442258,-0.923936417,0,0.916019793,0.121149924,-0.382400882,0,-0.117895029,12.75503913,9.855872436,1
0.138823034,-0.990235965,0.01268458,0,-0.37422543,-0.064313638,-0.925104904,0,0.916887939,0.123678977,-0.379499694,0,-0.128610099,12.69770319,9.792870889,1
0.140025086,-0.990118684,0.007613544,0,-0.377252108,-0.060458107,-0.92413509,0,0.91546372,0.12652987,-0.381990013,0,-0.135449848,12.68675959,9.872924856,1
0.124400613,-0.992231086,-0.001399627,0,-0.382172163,-0.046612846,-0.922914774,0,0.915679488,0.115346063,-0.385001767,0,-0.055308173,12.95565178,9.98874576,1
0.128976582,-0.991646638,0.001409544,0,-0.387708398,-0.051734707,-0.920329136,0,0.912714216,0.118154414,-0.391142295,0,-0.102830108,12.87613366,10.06484282,1
0.134546267,-0.990793951,0.014988274,0,-0.381275669,-0.065725306,-0.922122035,0,0.914618044,0.118353414,-0.386608721,0,-0.124008811,12.76208223,9.877802157,1
0.132481522,-0.9910075,0.018782456,0,-0.372357425,-0.067321746,-0.925644495,0,0.918585104,0.115637005,-0.377927889,0,-0.087308369,12.78302414,9.7101025,1
0.13383356,-0.990800142,0.020091213,0,-0.373586855,-0.069219822,-0.925008907,0,0.917889666,0.116291422,-0.379413844,0,-0.097219841,12.76389013,9.719454282,1
0.130340468,-0.991085629,0.02757967,0,-0.372381539,-0.074715478,-0.925067342,0,0.918881577,0.110303551,-0.378800442,0,-0.068419608,12.79427993,9.65236851,1
0.138140191,-0.989975553,0.029422644,0,-0.372962989,-0.079517548,-0.924432566,0,0.917505257,0.116727734,-0.38020881,0,-0.123608951,12.67190172,9.657029957,1
0.142061701,-0.98965787,0.019894047,0,-0.374563475,-0.072348911,-0.924374295,0,0.916253609,0.123866601,-0.3809677,0,-0.151247266,12.63185139,9.745154479,1
0.133332659,-0.990766134,0.024594111,0,-0.369885956,-0.072769452,-0.926222968,0,0.919460049,0.114398755,-0.376173023,0,-0.085456435,12.76298136,9.628961788,1
0.134847468,-0.990534077,0.025659374,0,-0.37396359,-0.074856605,-0.924417504,0,0.917587813,0.115059688,-0.380517903,0,-0.103910513,12.73151231,9.692241738,1
0.134179211,-0.990737879,0.020842141,0,-0.372403243,-0.069904274,-0.92543461,0,0.918320077,0.116412405,-0.378333699,0,-0.097798997,12.75240837,9.696861874,1
0.132417993,-0.991077119,0.015219029,0,-0.371960599,-0.063918119,-0.92604524,0,0.918755021,0.116964173,-0.377105548,0,-0.082386718,12.79585769,9.721529945,1
